1859	Univ Svizzera italiana	699	910	121	0.133
1860	Anhui Jianzhu Univ	52966	910	66	0.072
1861	Natl Chung Cheng Univ	3760	910	65	0.071
1862	Downstate Hlth Sci Univ -SUNY	3531	909	73	0.08
1863	Seattle Univ	55514	909	83	0.091
1864	Univ Austral Chile	9422	909	59	0.065
1865	Univ Kuala Lumpur	55520	907	50	0.055
1866	Federat Univ Australia	33357	902	103	0.114
1867	Jiangxi Sci & Technol Normal Univ	18552	901	67	0.075
1868	Fayoum Univ	53112	900	92	0.102
1869	Univ St Gallen	702	899	117	0.131
1870	Hamamatsu Univ Sch Med	9499	899	53	0.059
1871	Yanbian Univ	18039	897	68	0.076
1872	Univ S Bohemia České Budějovice	87	896	90	0.101
1873	Cheikh Anta Diop Univ	1376	895	31	0.035
1874	Akita Univ	9504	894	30	0.034
1875	Liaoning Shihua Univ	19167	891	66	0.074
1876	Fed Univ Mato Grosso	1476	891	29	0.033
1877	Lviv Polytech Natl Univ	18901	891	46	0.052
1878	UCSI Univ	53899	889	95	0.106
1879	Univ Quebec Trois-Rivieres	18050	889	78	0.087
1880	Andrés Bello Natl Univ	18051	889	74	0.083
1881	Damascus Univ	55446	887	59	0.067
1882	Univ Tec Frederico Santa María	153	887	54	0.061
1883	Zhongyuan Univ Technol	52680	887	49	0.055
1884	Ferhat Abbas Sétif Univ I	9276	885	53	0.06
1885	Banasthali Univ	55695	883	64	0.073
1886	Jember Univ	55565	883	13	0.015
1887	Alzahra Univ	16370	883	60	0.068
1888	Islamic Azad Univ Cent Tehran Branch	9951	883	58	0.065
1889	KLE Acad High Educ & Res - Belagavi	55528	882	27	0.03
1890	Shivaji Univ	2488	882	67	0.076
1891	Vidyasagar Univ	34011	880	96	0.109
1892	Cape Peninsula Univ Technol	10090	878	55	0.063
1893	Bangladesh Agr Univ	53854	878	94	0.107
1894	Doshisha Univ	18568	877	24	0.027
1895	Roskilde Univ	113	877	91	0.103
1896	Southwest Minzu Univ	53108	876	54	0.061
1897	Japan Adv Inst Sci & Technol	591	876	27	0.031
1898	Govind Ballabh Pant Univ Agr & Technol	2506	875	88	0.101
1899	École Normale Sup - Lyon	2802	873	106	0.121
1900	Univ Derby	788	872	104	0.12
1901	Univ Orléans	2703	871	93	0.107
1902	Univ W Bohemia	94	869	44	0.051
1903	Heilongjiang Bayi Agr Univ	52669	868	72	0.083
1904	Henan Inst Sci & Technol	19217	868	66	0.076
1905	Fu Jen Cath Univ	18586	868	65	0.075
1906	Univ Alabama - Huntsville	3534	866	68	0.078
1907	Eskisehir Tech Univ	53293	865	55	0.064
1908	Edinburgh Napier Univ	297	864	116	0.134
1909	Witten/Herdecke Univ	887	864	97	0.112
1910	Dicle Univ	720	863	56	0.064
1911	Kurukshetra Univ	2498	862	53	0.062
1912	Univ Econ Ho Chi Minh City	16379	862	143	0.166
1913	Univ Nebraska - Omaha	1268	860	85	0.099
1914	Fed Univ Agr - Abeokuta	175	859	38	0.044
1915	İstanbul Medeniyet Univ	33074	859	53	0.062
1916	Asia Univ	16443	859	102	0.119
1917	Kurume Univ	9492	858	43	0.05
1918	Guru Jambheshwar Univ Sci & Technol	53123	856	78	0.091
1919	Univ Lethbridge	3583	856	65	0.076
1920	Dalian Jiaotong Univ	52964	853	55	0.064
1921	Pontif Univ Católica Paraná	6095	852	68	0.08
1922	Cal State Univ Long Beach	9844	852	66	0.077
1923	Guilan Univ Med Sci	33805	850	52	0.061
1924	Univ Vet & Animal Sci	10262	849	53	0.062
1925	Univ Louisiana - Lafayette	9855	849	63	0.074
1926	Univ Badji Mokhtar	9234	847	41	0.049
1927	Shiraz Univ Technol	18057	845	110	0.13
1928	Mahasarakham Univ	33305	844	37	0.044
1929	Acad Ctr Educ Culture & Res - Tehran	52611	844	77	0.091
1930	Sri Venkateswara Univ	2483	839	40	0.047
1931	Autonomous Univ Mexico State	53019	839	40	0.047
1932	Vignan's Fnd Sci - Technol & Res	55517	838	49	0.059
1933	Kahramanmaraş Sütçü İmam Univ	1022	836	43	0.052
1934	City Univ Macau	33759	836	104	0.125
1935	Zhongkai Univ Agr & Engn	52967	834	111	0.134
1936	Univ Fed Amazonas	6115	834	32	0.039
1937	Singapore Mngmt Univ	18579	834	107	0.129
1938	Meiji Univ	18566	833	25	0.03
1939	Kyoto Inst Technol	3657	832	28	0.033
1940	Aswan Univ	53113	832	87	0.104
1941	Technol Univ Dublin	33269	831	93	0.112
1942	Texas Christian Univ	9878	830	61	0.074
1943	Kyiv Polytech Inst	2848	830	15	0.018
1944	Univ Miskolc	388	830	49	0.06
1945	Bahçeşehir Univ	716	829	60	0.073
1946	Chapman Univ	52618	829	83	0.1
1947	Univ Ostrava	91	829	45	0.054
1948	Aichi Med Univ	18570	828	38	0.046
1949	Univ Benin	54827	827	34	0.041
1950	Financial Univ	55524	827	55	0.067
1951	Int Univ Hlth & Welfare - Japan	55526	825	44	0.054
1952	Univ Gabes	53292	824	42	0.051
1953	Bengbu Med Coll	18719	824	77	0.093
1954	Univ Mohammed VI Polytech	55542	823	123	0.149
1955	Univ Birjand	18794	822	56	0.068
1956	SISSA	1360	822	106	0.129
1957	N Carolina A & T State Univ	18424	818	76	0.093
1958	Univ Douala	54729	818	25	0.031
1959	Jawaharlal Nehru Technol Univ - Hyderabad	55540	816	33	0.04
1960	Bond Univ	1334	816	127	0.155
1961	Naresuan Univ	2543	816	47	0.057
1962	Pavol Jozef Šafárik Univ Košice	613	816	61	0.075
1963	Bülent Ecevit Univ	1007	814	66	0.081
1964	Okinawa Inst Sci & Technol Grad Univ	54823	814	107	0.132
1965	Cent Univ Punjab	53119	813	106	0.13
1966	Univ Hyogo	18573	813	19	0.024
1967	Ball State Univ	18082	812	58	0.071
1968	Guangxi Univ Sci & Technol	53882	811	62	0.077
1969	Univ Tlemcen	9222	811	42	0.052
1970	Tzu Chi Univ	9808	810	59	0.073
1971	Namık Kemal Univ	18165	808	41	0.05
1972	Univ Molise	413	808	79	0.098
1973	Polytech Inst Bragança	2868	807	68	0.085
1974	Gheorghe Asachi Tech Univ Iaşi	580	806	46	0.057
1975	E Tennessee State Univ	3539	805	59	0.073
1976	Shiv Nadar Univ	70123	805	49	0.061
1977	Tomas Bata Univ Zlín	100	804	45	0.056
1978	Tokat Gaziosmanpaşa Univ	748	804	79	0.098
1979	İzmir Inst Technol	738	804	51	0.064
1980	St Joseph Univ	1362	803	57	0.072
1981	Kyonggi Univ	18070	803	59	0.074
1982	Wakayama Med Univ	3660	802	42	0.052
1983	Vytautas Magnus Univ	467	800	63	0.079
1984	Univ Urbino Carlo Bo	458	800	68	0.085
1985	Univ Colombo	53040	799	54	0.068
1986	Birmingham City Univ	787	799	76	0.095
1987	I-Shou Univ	9792	798	57	0.072
1988	Univ Jammu	2516	798	81	0.101
1989	Univ Fed Rural Rio de Janeiro	6019	795	23	0.029
1990	Bocconi Univ	428	794	141	0.177
1991	Middlesex Univ	322	794	97	0.122
1992	Paracelsus Med Univ	10343	793	87	0.109
1993	Univ Anbar	53184	791	52	0.065
1994	Guilin Med Univ	52661	791	62	0.078
1995	Mekelle Univ	52992	790	75	0.094
1996	Brandenburg Univ Technol Cottbus-Senftenberg	30572	789	53	0.067
1997	Azarbaijan Shahid Madani Univ	18788	789	87	0.11
1998	Amer Univ Cairo	53886	788	71	0.091
1999	Appalachian State Univ	18524	787	64	0.081
2000	Wollo Univ	53957	786	80	0.102
2001	Univ Mysore	2477	784	51	0.066
2002	Siddhartha Med Coll	55647	784	26	0.034
2003	Univ Wolverhampton	356	784	79	0.1
2004	Univ Natl Sur	3706	784	34	0.043
2005	Teesside Univ	333	783	106	0.136
2006	Univ Limpopo	105042	783	34	0.044
2007	Univ Pardubice	93	780	45	0.058
2008	Univ Gujrat	53025	778	94	0.121
2009	Ramon Llull Univ	629	778	81	0.104
2010	Univ Neuchâtel	701	777	98	0.126
2011	Kansai Med Univ	33421	777	39	0.05
2012	Arba Minch Univ	54790	776	68	0.087
2013	Med Univ Sofia	898	776	45	0.057
2014	Rockefeller Univ	1261	775	223	0.288
2015	Vels Univ	55714	775	20	0.026
2016	Lorestan Univ	19117	774	79	0.101
2017	Babasaheb Bhimrao Ambedkar Univ	53118	773	75	0.097
2018	Cyprus Univ Technol	190	772	88	0.113
2019	Afyon Kocatepe Univ	1027	772	50	0.065
2020	Jawaharlal Nehru Med Coll	70035	772	58	0.076
2021	Cal State Univ Northridge	9870	770	52	0.067
2022	State Univ Jakarta	55525	769	24	0.031
2023	Univ Piraeus	370	768	59	0.077
2024	Tamkang Univ	18074	768	58	0.076
2025	Montclair State Univ	18515	768	66	0.086
2026	Univ Fort Hare	18048	765	75	0.099
2027	Royal Vet Coll - Univ London	1038	764	101	0.132
2028	Clausthal Univ Technol	225	764	42	0.056
2029	Oita Univ	9527	764	29	0.038
2030	Hainan Normal Univ	52659	763	31	0.04
2031	Changwon Natl Univ	18581	763	51	0.067
2032	Autonomous Univ Queretaro	53867	762	45	0.059
2033	Tomsk Polytech Univ	2874	761	41	0.054
2034	Aksaray Univ	33056	761	43	0.057
2035	Univ Zielona Góra	546	761	76	0.1
2036	Jönköping Univ	674	760	71	0.093
2037	San Francisco State Univ	9850	760	61	0.08
2038	Nord Univ	31908	760	81	0.107
2039	Univ N Carolina Wilmington	9866	759	48	0.063
2040	Univ Fed Itajubá	6077	758	55	0.073
2041	Nahrain Univ	55551	758	30	0.039
2042	Coll William & Mary	3510	758	62	0.082
2043	Univ La Rioja	1000	757	49	0.065
2044	Glasgow Caledonian Univ	300	756	77	0.101
2045	Lincoln Univ - New Zealand	18958	755	78	0.103
2046	Eulji Univ	53275	755	46	0.061
2047	Kumoh Natl Inst Technol	53038	755	75	0.099
2048	MIT World Peace Univ	70162	755	29	0.039
2049	Yanan Univ	52666	754	68	0.09
2050	Univ Galati	966	754	62	0.082
2051	Indust Univ Santander	52985	753	36	0.048
2052	Manonmaniam Sundaranar Univ	54806	753	41	0.055
2053	Tech Univ Liberec	88	752	50	0.066
2054	Univ Craiova	578	752	56	0.075
2055	Karlstad Univ	676	751	81	0.108
2056	Capital Univ Econ & Bus	52983	750	104	0.138
2057	DePaul Univ	9860	750	64	0.085
2058	Univ Lucknow	2495	750	40	0.054
2059	Kansai Univ	10249	750	19	0.025
2060	Beijing Inst Petrochemical Technol	52973	749	53	0.071
2061	Niğde Ömer Halisdemir Univ	746	749	47	0.063
2062	Towson Univ	19104	747	55	0.073
2063	KLE Technol Univ	70105	746	52	0.07
2064	Shenzhen Polytech	52982	745	71	0.095
2065	Univ Sulaimani	18137	742	88	0.119
2066	Univ Talca	18967	741	68	0.091
2067	Comm Univ China	53843	739	55	0.075
2068	Natl Dairy Res Inst	2507	738	41	0.055
2069	Islamic Azad Univ Najafabad	9948	738	115	0.155
2070	Babol Univ Med Sci	34012	736	51	0.069
2071	Iranshahr Univ	55595	736	57	0.078
2072	Balıkesir Univ	1006	735	39	0.053
2073	Univ Sistan & Baluchestan	18059	735	53	0.072
2074	Charotar Univ Sci & Technol	70198	734	50	0.068
2075	Ajman Univ	54848	732	105	0.143
2076	Univ Oradea	967	731	115	0.157
2077	Univ Sorbonne Paris Nord	2578	731	62	0.085
2078	Islamic Azad Univ N Tehran Branch	9461	731	62	0.085
2079	City Coll New York	3458	731	72	0.099
2080	Univ Dayton	9848	729	49	0.068
2081	REVA Univ	55697	729	28	0.038
2082	Toyohashi Univ Technol	9535	728	35	0.048
2083	Univ Montenegro	33492	727	32	0.044
2084	Shoolini Univ	53900	726	157	0.216
2085	Univ Trier	886	725	68	0.094
2086	Univ Pannonia	392	725	51	0.071
2087	PES Univ	9936	723	16	0.022
2088	Indian Vet Res Inst	2479	723	48	0.066
2089	Future Univ Egypt	55422	723	111	0.153
2090	Politec Lisboa	2864	722	49	0.068
2091	Univ Zimbabwe	105177	722	35	0.049
2092	Univ Med & Pharma Sci & Technol - Târgu Mureş	587	721	82	0.113
2093	Periyar Univ	19150	721	43	0.059
2094	Dokkyo Med Univ	53016	719	34	0.047
2095	Pontif Cath Univ Peru	178	719	45	0.063
2096	Pasteur Inst Iran	19112	718	41	0.058
2097	Univ Nicosia	192	717	86	0.12
2098	Shenzhen Technol Univ	53932	716	70	0.098
2099	Mizoram Univ	54800	716	52	0.073
2100	Univ Sri Jayewardenepura	10295	716	53	0.075
2101	Chaoyang Univ Technol	53282	716	54	0.075
2102	Kırıkkale Univ	1030	715	53	0.075
2103	Univ Dar es Salaam	9307	714	41	0.058
2104	Opole Univ Technol	943	713	77	0.109
2105	Univ Al-Qadisiyah	55544	713	41	0.057
2106	Univ Deusto	2903	711	81	0.114
2107	Bezmiâlem Fnd Univ	18078	711	24	0.033
2108	Univ Moratuwa	18157	710	59	0.083
2109	Univ Oberta Catalunya	624	710	75	0.106
2110	Natl Pingtung Univ Sci & Technol	18589	710	39	0.055
2111	Univ Westminster	329	709	80	0.113
2112	Polytech Inst Leiria	1369	709	57	0.081
2113	Arts & Métiers ParisTech	2668	709	62	0.087
2114	Giresun Univ	33070	705	55	0.078
2115	London S Bank Univ	321	703	70	0.1
2116	Iwate Med Univ	9533	700	25	0.035
2117	Shanghai Univ Sport	33792	698	97	0.138
2118	Vienna Univ Econ & Bus	23	698	107	0.153
2119	Indust Univ Ho Chi Minh City	54853	698	35	0.05
2120	S Cent Minzu Univ	18033	697	76	0.109
2121	Khulna Univ Engn & Technol	55440	696	84	0.121
2122	Univ Botswana	9300	696	27	0.038
2123	Univ Vale Rio dos Sinos	6178	696	50	0.072
2124	Shibaura Inst Technol	53140	696	31	0.044
2125	German Sport Univ Cologne	1042	696	66	0.096
2126	Univ Zambia	53320	695	39	0.056
2127	Univ Aut Estado Hidalgo	55543	695	38	0.055
2128	Scuola Normale Superiore	440	695	95	0.137
2129	Kastamonu Univ	33077	695	63	0.09
2130	Burdur Mehmet Akif Ersoy Univ	33163	695	47	0.067
2131	Assam Univ	19146	694	48	0.069
2132	Univ Chittagong	54726	694	59	0.084
2133	Univ Malakand	54835	694	107	0.153
2134	Univ Malaysia Kelantan	55537	694	48	0.069
2135	Adıyaman Univ	33080	693	37	0.054
2136	Daegu Cath Univ	34591	691	33	0.048
2137	Slovak Univ Agr Nitra	981	691	33	0.048
2138	Univ Rwanda	18047	690	51	0.074
2139	Erzincan Binali Yıldırım Univ	33068	689	49	0.072
2140	Kochi Univ	9525	686	21	0.031
2141	Jomo Kenyatta Univ Agr & Technol	55547	686	37	0.054
2142	Univ Kerbala	10315	686	29	0.042
2143	Leuphana Univ Lüneburg	255	685	97	0.142
2144	Tech Univ Crete	364	684	64	0.094
2145	Chuo Univ	18064	684	24	0.035
2146	Damietta Univ	54788	683	87	0.128
2147	Univ S Dakota	18398	682	52	0.076
2148	Natl Chengchi Univ	9798	681	43	0.064
2149	Univ Natl Litoral	100446	681	40	0.058
2150	Korea Maritime & Ocean Univ	53039	681	37	0.055
2151	Univ Ribeirão Preto	6183	681	34	0.05
2152	Kazan State Technol Univ	55443	680	20	0.029
2153	Univ Savoie Mont Blanc	2714	680	72	0.106
2154	Mangalore Univ	2500	679	40	0.058
2155	Devi Ahilya Vishwavidyalaya	55705	679	29	0.042
2156	Cent Univ Rajasthan	53951	679	63	0.092
2157	Inst Natl Sci Appl Lyon	2773	678	51	0.076
2158	Konya Tech Univ	53769	677	56	0.083
2159	Univ Bejaia	9242	677	38	0.057
2160	James Madison Univ	142	676	31	0.045
2161	Florida Inst Technol	18420	675	56	0.084
2162	Rajiv Gandhi Univ Hlth Sci	55562	675	19	0.028
2163	Univ Colorado Colorado Springs	18519	674	35	0.051
2164	Riau Univ	55556	674	16	0.024
2165	W Univ Timişoara	585	674	67	0.1
2166	Univ Aut Baja California	70044	673	48	0.071
2167	Mid Sweden Univ	853	673	52	0.077
2168	Belarusian State Univ	182	672	21	0.031
2169	Goldsmiths - Univ London	1036	672	95	0.142
2170	Tech Univ Sofia	63	672	15	0.023
2171	British Univ Egypt	70050	672	64	0.095
2173	Shahed Univ	19119	671	43	0.063
2174	Jawaharlal Nehru Technol Univ Anantapur	70169	671	24	0.035
2175	Univ Khartoum	53828	670	32	0.047
2176	Yeditepe Univ	1017	669	37	0.056
2177	Cleveland State Univ	16438	668	63	0.095
2178	Trent Univ	3585	668	49	0.074
2179	Univ Sannio	814	667	73	0.11
2180	Xinjiang Agr Univ	53098	666	53	0.079
2181	Hankuk Univ Foreign Stud	53264	665	47	0.071
2182	Clarkson Univ	3522	664	48	0.072
2183	Univ Mentouri - Constantine	1342	663	29	0.043
2184	Shiga Univ Med Sci	9520	662	37	0.055
2185	Univ Quebec Chicoutimi	18334	660	64	0.097
2186	Inst Tecnol Aeronáutica	6107	660	36	0.055
2187	St Marianna Univ Sch Med	18567	659	36	0.055
2188	Natl Chin-Yi Univ Technol	53042	658	38	0.058
2189	Corvinus Univ Budapest	381	657	47	0.072
2190	Univ Fed São João del Rei	6078	656	41	0.063
2191	Khulna Univ	53917	656	69	0.105
2192	Adama Sci & Technol Univ	54791	656	78	0.118
2193	Islamic Univ Indonesia	55559	655	23	0.035
2194	Uşak Univ	33088	654	29	0.044
2195	Tunghai Univ	9800	654	56	0.086
2196	Univ Engn & Technol Taxila	21119	653	111	0.17
2197	Djillali Liabes Univ	9250	652	39	0.06
2198	St John's Univ	18099	652	67	0.102
2199	Univ West Macedonia	208	651	59	0.091
2200	Kingston Univ	307	651	63	0.097
2201	Edge Hill Univ	18272	649	68	0.105
2202	Univ Namur	48	649	61	0.094
2203	Bharath Univ	55554	648	29	0.044
2204	Guangdong Univ Petrochem Technol	53090	648	67	0.104
2205	Univ Bamberg	212	647	56	0.087
2206	Ilam Univ	19126	647	90	0.139
2207	Yozgat Bozok Univ	33065	645	55	0.086
2208	Kashan Univ Med Sci	53006	645	66	0.102
2209	Embry-Riddle Aeronautical Univ	53309	644	61	0.094
2210	Univ Pendidikan Sultan Idris	10277	643	45	0.069
2211	Birjand Univ Med Sci	34021	643	58	0.09
2212	Bayero Univ Kano	55549	642	46	0.072
2213	Univ Catolica Norte	53075	640	33	0.051
2214	Hazara Univ	53244	640	60	0.093
2215	Univ Sonora	18993	639	23	0.036
2216	Yuan Ze Univ	9804	639	72	0.113
2217	Univ Pernambuco	6168	637	39	0.061
2218	Sunchon Natl Univ	18583	636	41	0.064
2219	Univ Jean Monnet (EPE)	70031	636	59	0.093
2220	Lampung Univ	55568	636	19	0.029
2221	Debre Markos Univ	54792	635	77	0.121
2222	State Univ Medan	55552	634	21	0.033
2223	Nagaoka Univ Technol	593	632	19	0.03
2224	Kwansei Gakuin Univ	16383	631	26	0.041
2225	Aberystwyth Univ	847	631	77	0.123
2226	Mustafa Kemal Univ	714	631	25	0.039
2227	Univ Aut Estado Morelos	18576	630	24	0.037
2228	Univ Buea	54730	629	31	0.049
2229	Univ Venda	1378	629	38	0.061
2230	Plekhanov Russian Univ Econ	55599	628	32	0.051
2231	Hosei Univ	70060	628	31	0.049
2232	Univ Hassan 1er	70191	627	35	0.057
2233	Univ W Scotland	340	627	80	0.127
2234	Saratov State Univ	18148	626	30	0.048
2235	Bartın Univ	33060	626	96	0.153
2236	Univ Klagenfurt	11	625	66	0.106
2237	Damanhour Univ	53888	625	62	0.099
2238	Midwestern Univ	53868	625	37	0.06
2239	Université Mohamed Khider Biskra	9216	624	36	0.058
2240	Nanchang Inst Technol	52977	624	34	0.055
2241	Univ Cassino & South Lazio	414	623	71	0.114
2242	Tashkent Inst Irrigation & Agr Mechanization Engineers	55692	623	51	0.082
2243	California State Univ - Fresno	18456	621	36	0.058
2244	Cyprus Int Univ	34481	621	98	0.157
2245	Port Said Univ	53114	621	66	0.106
2246	West Univ Hlth Sci	53305	620	64	0.103
2247	Hamburg Univ Technol	242	620	52	0.084
2248	Srinakharinwirot Univ	18858	619	42	0.068
2249	Amer Univ Middle E	70062	619	80	0.128
2250	Inst Cancer Res	15200	617	132	0.214
2251	VN Karazin Kharkiv Natl Univ	2852	617	15	0.025
2252	Univ Limoges	2658	616	52	0.085
2253	Manouba Univ	70076	616	42	0.068
2254	Islamic Azad Univ - Mashhad Branch	19122	616	46	0.075
2255	Univ Engn & Technol - Peshawar	53247	615	75	0.122
2256	Lucian Blaga Univ Sibiu	582	615	44	0.072
2257	Bahria Univ	9587	615	70	0.113
2258	Muhimbili Univ Hlth & Allied Sci	53288	613	42	0.068
2259	Univ Estadual Ponta Grossa	6120	613	25	0.041
2260	Bangalore Univ	2496	612	24	0.039
2261	CY Cergy Paris Univ	10547	611	52	0.085
2262	Univ Rosario	52976	609	65	0.106
2263	Jan Kochanowski Univ Kielce	954	609	44	0.073
2264	Islamic Azad Univ Med Branch Tehran	9943	608	57	0.094
2265	Telkom Univ	55580	608	30	0.049
2266	Natl Univ Computer & Emerging Sci	70146	606	82	0.136
2267	Yenepoya Univ	70130	606	21	0.035
2268	Perm Natl Res Polytech Univ	16365	605	16	0.026
2269	Manav Rachna Univ	70143	604	21	0.035
2270	Univ N Florida	53059	603	45	0.075
2271	Al Baha Univ	55664	603	49	0.082
2272	Zahedan Univ Med Sci	34013	601	37	0.061
2273	Univ Missouri - St Louis	3530	601	48	0.08
2274	Sher-e-Kashmir Univ Agr Sci & Technol Kashmir	55707	600	53	0.088
2275	Inst Ecología	53020	600	37	0.061
2276	Gujarat Univ	53122	599	31	0.053
2277	Bursa Technical Univ	33095	598	35	0.059
2278	State Univ Surabaya	55563	598	22	0.037
2279	Univ Da Nang	55698	598	41	0.068
2280	Grad Univ Adv Stud - SOKENDAI	55548	597	41	0.068
2281	Karamanoğlu Mehmetbey Univ	33076	596	55	0.092
2282	Wichita State Univ	18086	596	37	0.062
2283	Univ Agr Sci & Vet Med Cluj-Napoca	575	595	94	0.157
2284	Fed Univ Technol Owerri	55691	593	23	0.039
2285	Fundação Getulio Vargas	6271	593	45	0.076
2286	Univ Estadual Norte Fluminense Darcy Ribeiro	6016	593	29	0.048
2287	Univ Minnesota - Duluth	10201	592	51	0.086
2288	Univ Lusófona	1050	591	50	0.085
2289	Madurai Kamaraj Univ	2487	591	26	0.045
2290	Univ Primorska	617	589	54	0.091
2291	Guangdong Polytech Normal Univ	53890	588	61	0.103
2292	Montpellier SupAgro	9777	586	56	0.095
2293	Pir Mehr Ali Shah Arid Agr Univ	55459	584	63	0.107
2294	Univ Batna	9238	584	29	0.049
2295	Ordu Univ	33164	584	34	0.058
2296	Univ Białystok	951	584	39	0.068
2297	Thai Nguyen Univ	55701	584	34	0.058
2298	Landmark Univ	54828	583	44	0.076
2299	Univ Natl Rosario	9400	579	25	0.043
2300	Islamic Azad Univ - Esfahan Branch	18562	579	41	0.071
2301	East Virginia Med Sch	9840	576	54	0.093
2302	Int Med Univ Malaysia	53220	575	62	0.108
2303	Guizhou Minzu Univ	53920	574	37	0.064
2304	Far East Fed Univ	18957	574	30	0.053
2305	CMR Univ	70074	573	22	0.038
2306	Hue Univ	9064	573	29	0.051
2307	D Mendeleyev Univ Chem Technol Russia	55553	572	13	0.023
2308	Escuela Superior Politec Litoral	70094	572	48	0.083
2309	Univ Bus & Technol - Saudi Arabia	55626	572	70	0.122
2310	Sultan Zainal Abidin Univ	55614	571	37	0.065
2311	Poznań Univ Econ & Bus	524	570	38	0.066
2312	Afe Babalola Univ	70063	569	26	0.045
2313	Ibaraki Univ	53136	569	19	0.033
2314	Volgograd State Tech Univ	55558	568	8	0.014
2315	Air Univ Pakistan	53921	568	91	0.16
2316	Kırşehir Ahi Evran Univ	33081	568	29	0.052
2317	Univ Peloponnese	912	568	38	0.066
2318	Abu Dhabi Univ	55449	566	75	0.132
2319	Integral Univ - Lucknow	55461	565	48	0.084
2320	Voronezh State Univ	600	565	9	0.016
2321	Ming Chi Univ Technol	53053	562	49	0.088
2322	Hyogo Med Univ	3658	561	26	0.047
2323	Natl Dong Hwa Univ	9806	560	38	0.068
2324	Rīga Stradiņš Univ	932	559	39	0.069
2325	Warsaw Sch Econ	32057	558	31	0.055
2326	Laurentian Univ	9419	557	48	0.086
2327	Univ Bahrain	55678	556	46	0.082
2328	L N Gumilyov Eurasian Natl Univ	55624	556	38	0.069
2329	Kyorin Univ	53139	555	30	0.054
2330	O P Jindal Global Univ	70178	555	53	0.095
2331	Univ Fed Alfenas	6076	555	24	0.043
2332	Kenyatta Univ	55621	555	16	0.029
2333	Robert Gordon Univ	274	554	62	0.111
2334	Univ Mataram	55564	553	14	0.025
2335	Ardabil Univ Med Sci	54817	552	53	0.096
2336	Univ Diyala	55674	552	27	0.049
2337	Univ San Francisco Quito	55561	550	44	0.079
2338	Autonomous Univ Yucatan	53237	550	29	0.053
2339	Univ Félix Houphouët-Boigny	55652	549	11	0.019
2340	Univ Vaasa	135	548	89	0.162
2341	Univ Fed Vales Jequitinhonha & Mucuri	6079	548	29	0.053
2342	Univ Valparaíso	52630	548	38	0.07
2343	Univ Azad Jammu & Kashmir	53931	548	54	0.098
2344	Univ Prishtina	32054	547	30	0.054
2345	Florida A&M Univ	10233	547	56	0.102
2346	Qazvin Univ Med Sci	53876	546	41	0.076
2347	Univ Fed Ciências Saúde Porto Alegre	6174	545	35	0.064
2348	Univ Paris I Panthéon-Sorbonne	2691	544	50	0.091
2349	Hittite Univ	10026	544	31	0.058
2350	Univ Estadual Oeste do Paraná	6180	543	16	0.029
2351	Ufa State Petrol Technol Univ	55557	543	11	0.021
2352	Gangneung–Wonju Natl Univ	53263	543	23	0.042
2353	Univ Maragheh	19125	542	64	0.118
2354	CCS Haryana Agr Univ	55475	542	58	0.107
2355	Univ Norte Colombia	53111	542	44	0.081
2356	Univ Natl Mayor San Marcos	54838	541	24	0.044
2357	Univ Social Welfare & Rehab Sci	34016	541	28	0.053
2358	Helmut-Schmidt-Univ/Univ Bundeswehr Hamburg	1329	539	40	0.074
2359	Sci Po	2795	538	69	0.129
2360	Univ Okara	55470	537	74	0.137
2361	Johnson Univ	55560	534	53	0.1
2362	Univ Joseph Ki-Zerbo	70075	532	12	0.022
2363	Govt Med Coll & Hospital	70126	531	16	0.03
2364	Samara Polytech	18850	529	17	0.032
2365	Univ Intl Catalunya	996	529	58	0.109
2366	Belgorod State Technol Univ	70131	528	4	0.008
2367	Suez Univ	19239	527	79	0.15
2368	Wrocław Univ Econ	544	526	33	0.063
2369	Cardiff Metropolitan Univ	18271	526	57	0.108
2370	AgroCampus Ouest	7427	525	49	0.093
2371	École Centrale Lille	2778	525	45	0.086
2372	Gorgan Univ	53008	525	71	0.135
2373	Golestan Univ	55702	524	59	0.112
2374	Liverpool Sch Trop Med	32508	523	83	0.158
2375	Hellenic Mediterranean Univ	53655	521	60	0.115
2376	Open Univ Netherlands	486	521	56	0.107
2377	Sefako Makgatho Hlth Sci Univ	70067	520	41	0.079
2378	Okayama Univ Sci	53167	519	20	0.038
2379	Khwaja Fareed Univ Engn & Info Technol	55412	518	84	0.163
2380	İstinye Univ	33150	517	65	0.125
2381	Univ Nal Mar del Plata	100978	517	22	0.042
2382	Comillas Pontif Univ	652	516	42	0.081
2383	Pakistan Inst Engn & Applied Sci	70177	516	58	0.112
2384	Cayetano Heredia Univ	53249	515	46	0.089
2385	Salahaddin Univ-Erbil	55651	515	36	0.069
2386	Univ Namibia	9978	514	20	0.039
2387	İstanbul Aydın Univ	2838	514	37	0.072
2388	Punjab Tech Univ	70156	513	46	0.089
2389	Sumy State Univ	2853	513	39	0.077
2390	Mutah Univ	70160	511	38	0.074
2391	Lorestan Univ Med Sci	34018	511	43	0.085
2392	Islamic Azad Univ - Tabriz Branch	19118	510	64	0.126
2393	St Petersburg State Electrotech Univ	55672	509	16	0.031
2394	Hubei Univ Arts & Sci	53097	509	41	0.081
2395	Middle Tech Univ - Baghdad	55671	508	18	0.036
2396	Mehran Univ Engn & Technol	53922	507	57	0.112
