201-250	Lomonosov Moscow State University	莫斯科国立大学	俄罗斯
201-250	National Chengchi University	国立政治大学	中国台湾
201-250	Northeastern University	东北大学	美国
201-250	Swinburne University of Technology	斯威本科技大学	澳大利亚
201-250	Texas A&M University	得克萨斯农工大学	美国
201-250	Texas Tech University	得克萨斯理工大学	美国
201-250	The American University in Cairo	开罗美国大学	埃及
201-250	Universidad de los Andes	安第斯大学	哥伦比亚
201-250	Universidade Federal do Rio de Janeiro	里约热内卢联邦大学	巴西
201-250	Universidade de Santiago de Compostela	圣地亚哥德孔波斯特拉大学	西班牙
201-250	Universitas Indonesia	印度尼西亚大学	印度尼西亚
201-250	Universitat de Valencia	瓦伦西亚大学	西班牙
201-250	Universiti Sains Malaysia	马来西亚理科大学	马来西亚
201-250	University of Alberta	阿尔伯塔大学	加拿大
201-250	University of California, Santa Cruz	加州大学圣克鲁兹分校	美国
201-250	University of East Anglia	东安格利亚大学	英国
201-250	University of Geneva	日内瓦大学	瑞士
201-250	Universidad de Granada	格拉纳达大学	西班牙
201-250	University of Johannesburg	约翰内斯堡大学	南非
201-250	University of Kansas	堪萨斯大学	美国
201-250	University of Lausanne	洛桑大学	瑞士
201-250	University of Lisbon	里斯本大学	葡萄牙
201-250	University of Notre Dame	圣母大学	美国
201-250	University of Pittsburgh	匹兹堡大学	美国
201-250	University of Southampton	南安普顿大学	英国
201-250	University of Southern Denmark	南丹麦大学	丹麦
201-250	University of St Andrews	圣安德鲁斯大学	英国
201-250	University of Stirling	斯特灵大学	英国
201-250	University of Turin	都灵大学	意大利
201-250	University of Turku	图尔库大学	芬兰
201-250	University of Utah	犹他大学	美国
201-250	University of Warsaw	华沙大学	波兰
201-250	University of the Witwatersrand	金山大学	南非
201-250	University of the Arts London	伦敦艺术大学	英国
201-250	University of Padua	帕多瓦大学	意大利
201-250	University of Mannheim	曼海姆大学	德国
201-250	Sorbonne Nouvelle - Paris 3 University	巴黎第三大学	法国
201-250	Universite catholique de Louvain	鲁汶天主教大学（法语区）	比利时
201-250	Victoria University of Wellington	惠灵顿维多利亚大学	新西兰
201-250	Western Sydney University	西悉尼大学	澳大利亚
201-250	Wuhan University	武汉大学	中国内地
251-275	Auckland University of Technology	奥克兰理工大学	新西兰
251-275	Boston College	波士顿学院	美国
251-275	Gadjah Mada University	加查马达大学	印度尼西亚
251-275	Hankuk University of Foreign Studies	韩国外国语大学	韩国
251-275	Politecnico di Milano	米兰理工大学	意大利
251-275	Pontificia Universidad Catolica del Peru	秘鲁天主教大学	秘鲁
251-275	Pontificia Universidad Catolica de Valparaiso	瓦尔帕莱索天主教大学	智利
251-275	Roskilde University	罗斯基勒大学	丹麦
251-275	Swansea University	斯旺西大学	英国
251-275	University of Western Australia	西澳大利亚大学	澳大利亚
251-275	Universidad Autonoma Metropolitana	大都会自治大学	墨西哥
251-275	Universidad Autonoma de Madrid	马德里自治大学	西班牙
251-275	Universidad Rey Juan Carlos	胡安卡洛斯国王大学	西班牙
251-275	Universidad de Malaga	马拉加大学	西班牙
251-275	University at Buffalo, The State University of New York	布法罗大学	美国
251-275	University of Canberra	堪培拉大学	澳大利亚
251-275	University of Connecticut	康涅狄格大学	美国
251-275	University of Hawaii at Manoa	夏威夷大学马诺阿分校	美国
251-275	University of Huddersfield	哈德斯菲尔德大学	英国
251-275	University of Jyvaskyla	于韦斯屈莱大学	芬兰
251-275	University of South Florida	南佛罗里达大学	美国
251-275	University of Tartu	塔尔图大学	爱沙尼亚
251-275	University of Waterloo	滑铁卢大学	加拿大
251-275	University of the Philippines Diliman	菲律宾大学迪利曼分校	菲律宾
251-275	PSL University	巴黎文理研究大学	法国
251-275	Western University	西安大略大学	加拿大
